,locality,price,flat_type,area,url,image,lat,lon
0,"Srubec, okres České Budějovice",10000,2+1,63,https://www.sreality.cz/detail/pronajem/byt/2+1/srubec--/1067683916,"https://d18-a.sdn.cz/d_18/c_img_qB_C/kcHp2YdDtBM3KVBHK4Gpmnja/6147.jpeg?fl=res,400,300,3|shr,,20|jpg,90",48.9500886896,14.539272310400001
1,"České Budějovice - České Budějovice 3, okres České Budějovice",4000,1+1,29,https://www.sreality.cz/detail/pronajem/byt/1+1/ceske-budejovice-ceske-budejovice-3-nerudova/44273740,"https://d18-a.sdn.cz/d_18/c_img_qB_C/nCTUX1iX5CGpNZBU5rGpmdoQ/e8f1.jpeg?fl=res,400,300,3|shr,,20|jpg,90",48.987556689600005,14.4644093104
2,Tábor,9000,3+kk,44,https://www.sreality.cz/detail/pronajem/byt/3+kk/tabor-tabor-kpt--jarose/1691586636,"https://d18-a.sdn.cz/d_18/c_img_qB_C/nCTUX1iX5CFdAHBVIhGplXQ7/2a69.jpeg?fl=res,400,300,3|shr,,20|jpg,90",49.4210666896,14.644451310400001
3,"České Budějovice - České Budějovice 2, okres České Budějovice",10000,2+kk,37,https://www.sreality.cz/detail/pronajem/byt/2+kk/ceske-budejovice-ceske-budejovice-2-volejbalistu/3033763916,"https://d18-a.sdn.cz/d_18/c_img_qB_C/nCTUX1iX5CFdAHBVIhGplWK6/0969.jpeg?fl=res,400,300,3|shr,,20|jpg,90",48.972564689600006,14.465393310400001
4,"České Budějovice - České Budějovice 7, okres České Budějovice",8000,3+kk,44,https://www.sreality.cz/detail/pronajem/byt/3+kk/ceske-budejovice-ceske-budejovice-7-matice-skolske/2791203660,"https://d18-a.sdn.cz/d_18/c_img_qB_C/nCTUX1iX5bIUBBWvPGpkpMg/bfeb.jpeg?fl=res,400,300,3|shr,,20|jpg,90",48.967952689600004,14.4725983104
5,"České Budějovice - České Budějovice 3, okres České Budějovice",9000,2+kk,23,https://www.sreality.cz/detail/pronajem/byt/2+kk/ceske-budejovice-ceske-budejovice-3-halkova/714121292,"https://d18-a.sdn.cz/d_18/c_img_qB_C/kcHp2YdDtBM3KVBHIPGpkoEV/c76f.jpeg?fl=res,400,300,3|shr,,20|jpg,90",48.9884226896,14.4676323104
6,"České Budějovice - České Budějovice 3, okres České Budějovice",6000,1+kk,22,https://www.sreality.cz/detail/pronajem/byt/1+kk/ceske-budejovice-ceske-budejovice-3-b--smetany/2998440012,"https://d18-a.sdn.cz/d_18/c_img_qB_C/kcHp2YdDtBRc2UJsiGpknWO/dc3c.jpeg?fl=res,400,300,3|shr,,20|jpg,90",48.9821936896,14.4746943104
7,"České Budějovice - České Budějovice 3, okres České Budějovice",9000,2+1,29,https://www.sreality.cz/detail/pronajem/byt/2+1/ceske-budejovice-ceske-budejovice-3-plzenska/3774058572,"https://d18-a.sdn.cz/d_18/c_img_qB_C/nCTUX1iX5DwDWzBu3QGpkL8Y/1693.jpeg?fl=res,400,300,3|shr,,20|jpg,90",48.9915126896,14.4681263104
8,"Třeboň - Třeboň II, okres Jindřichův Hradec",17000,1+kk,31,https://www.sreality.cz/detail/pronajem/byt/1+kk/trebon-trebon-ii-daskabat/3606286412,"https://d18-a.sdn.cz/d_18/c_img_qB_C/kcHp2YdDtEBMvIBF51Gpklg6/fa69.jpeg?fl=res,400,300,3|shr,,20|jpg,90",49.0085296896,14.754547310400001
9,"Hluboká nad Vltavou, okres České Budějovice",14000,4+1,71,https://www.sreality.cz/detail/pronajem/byt/4+1/hluboka-nad-vltavou-hluboka-nad-vltavou-horni/2622468172,"https://d18-a.sdn.cz/d_18/c_img_qA_B/nCTUX1iX5CNPfpq8eGS1oxu/2058.png?fl=res,400,300,3|shr,,20|jpg,90",49.0561256896,14.431437310400002
10,"Český Krumlov - Plešivec, okres Český Krumlov",9000,3+1,46,https://www.sreality.cz/detail/pronajem/byt/3+1/cesky-krumlov-plesivec-sidliste-plesivec/2883817548,"https://d18-a.sdn.cz/d_18/c_img_qB_C/kcHp2YdDtBwNESBk5IGpj31l/334a.jpeg?fl=res,400,300,3|shr,,20|jpg,90",48.803985689600005,14.3070113104
11,"Netolice, okres Prachatice",6000,2+1,41,https://www.sreality.cz/detail/pronajem/byt/2+1/netolice-netolice-mirove-namesti/2414055500,"https://d18-a.sdn.cz/d_18/c_img_qB_C/kcHp2YdDtEDuRmOlWGpjtol/5d2a.jpeg?fl=res,400,300,3|shr,,20|jpg,90",49.0514646896,14.1939853104
12,"České Budějovice - České Budějovice 1, okres České Budějovice",9000,2+1,51,https://www.sreality.cz/detail/pronajem/byt/2+1/ceske-budejovice-ceske-budejovice-1-nam--premysla-otakara-ii-/51294284,"https://d18-a.sdn.cz/d_18/c_img_qB_C/nCTUX1iX5CFdAHBThSGnwVWE/0ec6.jpeg?fl=res,400,300,3|shr,,20|jpg,90",48.976124689600006,14.472179310400001
13,"České Budějovice - České Budějovice 6, okres České Budějovice",8000,2+1,41,https://www.sreality.cz/detail/pronajem/byt/2+1/ceske-budejovice-ceske-budejovice-6-manesova/511156300,"https://d18-a.sdn.cz/d_18/c_img_qB_C/kcHp2YdDtDrxR2BHW7Gn0geo/63dd.jpeg?fl=res,400,300,3|shr,,20|jpg,90",48.9712066896,14.476293310400001
14,"České Budějovice - České Budějovice 2, okres České Budějovice",8000,2+kk,29,https://www.sreality.cz/detail/pronajem/byt/2+kk/ceske-budejovice-ceske-budejovice-2-litvinovicka/2994057292,"https://d18-a.sdn.cz/d_18/c_img_qB_C/nCTUX1iX5BWLrlBU8lGpjrC3/e8cc.jpeg?fl=res,400,300,3|shr,,20|jpg,90",48.9681706896,14.4597693104
15,"České Budějovice - České Budějovice 1, okres České Budějovice",8000,2+kk,29,https://www.sreality.cz/detail/pronajem/byt/2+kk/ceske-budejovice-ceske-budejovice-1-krajinska/3276120140,"https://d18-a.sdn.cz/d_18/c_img_qB_A/nCTUX1iX5CGpNZBN8TGimqJj/b6cb.jpeg?fl=res,400,300,3|shr,,20|jpg,90",48.978863689600004,14.4718413104
16,"České Budějovice - České Budějovice 6, okres České Budějovice",7000,2+kk,26,https://www.sreality.cz/detail/pronajem/byt/2+kk/ceske-budejovice-ceske-budejovice-6-/1541709900,"https://d18-a.sdn.cz/d_18/c_img_qB_B/nCTUX1iX5BWLrlBOazGjOv8R/898f.jpeg?fl=res,400,300,3|shr,,20|jpg,90",48.9741026896,14.4776993104
17,"České Budějovice - České Budějovice 2, okres České Budějovice",8000,2+1,39,https://www.sreality.cz/detail/pronajem/byt/2+1/ceske-budejovice-ceske-budejovice-2-j--opletala/3889926220,"https://d18-a.sdn.cz/d_18/c_img_qB_B/kcHp2YdDtCJexHHH0Glgnxn/cd7e.jpeg?fl=res,400,300,3|shr,,20|jpg,90",48.9842536896,14.443352310400002
18,"Ševětín, okres České Budějovice",5000,1+kk,19,https://www.sreality.cz/detail/pronajem/byt/1+kk/sevetin-sevetin-namesti-simona-lomnickeho/3749220428,"https://d18-a.sdn.cz/d_18/c_img_qB_B/nCTUX1iX5DwDWzBp6BGmFptA/7a27.jpeg?fl=res,400,300,3|shr,,20|jpg,90",49.101623689600004,14.5704093104
19,"České Budějovice - České Budějovice 2, okres České Budějovice",5000,1+kk,20,https://www.sreality.cz/detail/pronajem/byt/1+kk/ceske-budejovice-ceske-budejovice-2-/2199883852,"https://d18-a.sdn.cz/d_18/c_img_qB_B/nCTUX1iX5BWZuTBRIEGmqIeU/7984.jpeg?fl=res,400,300,3|shr,,20|jpg,90",48.9982416896,14.4504053104
20,"Milevsko, okres Písek",6000,2+1,38,https://www.sreality.cz/detail/pronajem/byt/2+1/milevsko-milevsko-masarykova/1278054476,"https://d18-a.sdn.cz/d_18/c_img_qB_C/nCTUX1iX5BWLrlBS8kGnct6h/e876.png?fl=res,400,300,3|shr,,20|jpg,90",49.4557116896,14.3604793104
21,"Český Krumlov - Plešivec, okres Český Krumlov",9000,2+1,34,https://www.sreality.cz/detail/pronajem/byt/2+1/cesky-krumlov-plesivec-sidliste-plesivec/797093964,"https://d18-a.sdn.cz/d_18/c_img_qB_B/kcHp2YdDtCDcb5Gs5GmmCIJ/b9e2.jpeg?fl=res,400,300,3|shr,,20|jpg,90",48.8018306896,14.3071933104
22,"Velešín, okres Český Krumlov",5000,2+kk,25,https://www.sreality.cz/detail/pronajem/byt/2+kk/velesin-velesin-nad-cihelnou/4202868812,"https://d18-a.sdn.cz/d_18/c_img_qB_B/kcHp2YdDtBwNESBgt1GlfENI/eed4.jpeg?fl=res,400,300,3|shr,,20|jpg,90",48.8263436896,14.459896310400001
23,"České Budějovice - České Budějovice 3, okres České Budějovice",8000,2+kk,25,https://www.sreality.cz/detail/pronajem/byt/2+kk/ceske-budejovice-ceske-budejovice-3-opatovicka/208179276,"https://d18-a.sdn.cz/d_18/c_img_qB_B/nCTUX1iX5DwDWzBp6CGmE8ht/7a3f.jpeg?fl=res,400,300,3|shr,,20|jpg,90",49.0080496896,14.480771310400002
24,"České Budějovice - České Budějovice 3, okres České Budějovice",10000,4+kk,41,https://www.sreality.cz/detail/pronajem/byt/4+kk/ceske-budejovice-ceske-budejovice-3-nadrazni/2050199628,"https://d18-a.sdn.cz/d_18/c_img_qB_C/nCTUX1iX5CNPfpBw9UGphpLi/ee45.jpeg?fl=res,400,300,3|shr,,20|jpg,90",48.9820556896,14.4836663104
25,"České Budějovice - České Budějovice 7, okres České Budějovice",7000,2+kk,35,https://www.sreality.cz/detail/pronajem/byt/2+kk/ceske-budejovice-ceske-budejovice-7-komenskeho/1828275020,"https://d18-a.sdn.cz/d_18/c_img_qB_B/kcHp2YdDtDrxR2BGVYGmtfEC/20b1.jpeg?fl=res,400,300,3|shr,,20|jpg,90",48.9681476896,14.471002310400001
26,"České Budějovice - České Budějovice 3, okres České Budějovice",8000,2+kk,30,https://www.sreality.cz/detail/pronajem/byt/2+kk/ceske-budejovice-ceske-budejovice-3-jirovcova/898007884,"https://d18-a.sdn.cz/d_18/c_img_oc_A/kcukOQcMmRUmqBVBD9lyRd/79de.png?fl=res,400,300,3|shr,,20|jpg,90",48.9875606896,14.4767213104
27,"Český Krumlov - Horní Brána, okres Český Krumlov",10000,2+1,40,https://www.sreality.cz/detail/pronajem/byt/2+1/cesky-krumlov-horni-brana-kaplicka/3273671500,"https://d18-a.sdn.cz/d_18/c_img_p9_D/nCTUX1iX5BWLrlPllGM8R1p/b458.jpeg?fl=res,400,300,3|shr,,20|jpg,90",48.8129046896,14.319366310400001
28,"České Budějovice - České Budějovice 2, okres České Budějovice",7000,1+kk,23,https://www.sreality.cz/detail/pronajem/byt/1+kk/ceske-budejovice-ceske-budejovice-2-ceske-vrbne/3824505676,"https://d18-a.sdn.cz/d_18/c_img_p9_C/nCTUX1iX5BWLrlDcKGE95dq/6ee8.png?fl=res,400,300,3|shr,,20|jpg,90",49.006130689600006,14.4448993104
29,"Kaplice, okres Český Krumlov",6000,1+1,17,https://www.sreality.cz/detail/pronajem/byt/1+1/kaplice-kaplice-omlenicka/2084085836,"https://d18-a.sdn.cz/d_18/c_img_qB_B/nCTUX1iX5CNPfpBrGpGmGFvQ/7185.jpeg?fl=res,400,300,3|shr,,20|jpg,90",48.738960689600006,14.4840813104
30,"České Budějovice - České Budějovice 5, okres České Budějovice",11000,3+kk,41,https://www.sreality.cz/detail/pronajem/byt/3+kk/ceske-budejovice-ceske-budejovice-5-dobrovodska/3087966284,"https://d18-a.sdn.cz/d_18/c_img_qB_B/kcHp2YdDtDgLT0BD1AGjJz4h/e8a1.jpeg?fl=res,400,300,3|shr,,20|jpg,90",48.972992689600005,14.500464310400002
31,"Kaplice, okres Český Krumlov",10000,3+kk,44,https://www.sreality.cz/detail/pronajem/byt/3+kk/kaplice-kaplice-sumavska/3731992652,"https://d18-a.sdn.cz/d_18/c_img_qA_E/nCTUX1iX5CDciVBdOuGd0Eas/05ca.jpeg?fl=res,400,300,3|shr,,20|jpg,90",48.7365036896,14.494092310400001
32,"České Budějovice - České Budějovice 2, okres České Budějovice",5000,1+1,23,https://www.sreality.cz/detail/pronajem/byt/1+1/ceske-budejovice-ceske-budejovice-2-k--safare/3170452300,"https://d18-a.sdn.cz/d_18/c_img_qA_C/kcHp2YdDtEBMvIulPGW1QEK/c31b.jpeg?fl=res,400,300,3|shr,,20|jpg,90",48.9849856896,14.4478993104
33,"České Budějovice - České Budějovice 7, okres České Budějovice",5000,1+1,29,https://www.sreality.cz/detail/pronajem/byt/1+1/ceske-budejovice-ceske-budejovice-7-e--e--kische/1699254348,"https://d18-a.sdn.cz/d_18/c_img_qB_B/kcHp2YdDtDrxR2BFoeGmF6B5/10de.jpeg?fl=res,400,300,3|shr,,20|jpg,90",48.9578896896,14.4636663104
34,"Nová Včelnice, okres Jindřichův Hradec",4000,1+1,24,https://www.sreality.cz/detail/pronajem/byt/1+1/nova-vcelnice-nova-vcelnice-na-hlinence/1400640332,"https://d18-a.sdn.cz/d_18/c_img_qA_D/kcHp2YdDtBwNESBMo1GYS7GX/502c.jpeg?fl=res,400,300,3|shr,,20|jpg,90",49.240280689600006,15.066959310400001
35,"České Budějovice - České Budějovice 3, okres České Budějovice",9000,2+kk,26,https://www.sreality.cz/detail/pronajem/byt/2+kk/ceske-budejovice-ceske-budejovice-3-skuherskeho/3370599244,"https://d18-a.sdn.cz/d_18/c_img_p9_E/nCTUX1iX5CFdAHP50GNjyxN/d256.jpeg?fl=res,400,300,3|shr,,20|jpg,90",48.982803689600004,14.477410310400002
36,"České Budějovice - České Budějovice 2, okres České Budějovice",8000,2+kk,25,https://www.sreality.cz/detail/pronajem/byt/2+kk/ceske-budejovice-ceske-budejovice-2-dlouha/761885516,"https://d18-a.sdn.cz/d_18/c_img_p7_C/nPXMbbUsvqW7e6CAyFmH3a4/47aa.jpeg?fl=res,400,300,3|shr,,20|jpg,90",48.989948689600006,14.4510703104
37,Tábor,5000,2+1,28,https://www.sreality.cz/detail/pronajem/byt/2+1/tabor-tabor-buzulucka/442343500,"https://d18-a.sdn.cz/d_18/c_img_qA_E/kcHp2YdDtCDcb5S7Gd4Z66/e03a.jpeg?fl=res,400,300,3|shr,,20|jpg,90",49.4243206896,14.646306310400002
38,"České Budějovice - České Budějovice 3, okres České Budějovice",7000,2+kk,37,https://www.sreality.cz/detail/pronajem/byt/2+kk/ceske-budejovice-ceske-budejovice-3-j--s--baara/2593951820,"https://d18-a.sdn.cz/d_18/c_img_qB_C/nCTUX1iX5BWZuTBTw6GpGDRq/aa95.jpeg?fl=res,400,300,3|shr,,20|jpg,90",48.9812706896,14.478066310400001
39,"České Budějovice, okres České Budějovice",7000,3+1,37,https://www.sreality.cz/detail/pronajem/byt/3+1/ceske-budejovice--/160206924,"https://d18-a.sdn.cz/d_18/c_img_qB_C/kcHp2YdDtBRc2UJZrGpBIQs/4c49.png?fl=res,400,300,3|shr,,20|jpg,90",48.9765016896,14.4723083104
40,"České Budějovice - České Budějovice 3, okres České Budějovice",8000,2+kk,24,https://www.sreality.cz/detail/pronajem/byt/2+kk/ceske-budejovice-ceske-budejovice-3-nova/3132919884,"https://d18-a.sdn.cz/d_18/c_img_qB_C/kcHp2YdDtBRc2UJZAGo8BtW/040b.jpeg?fl=res,400,300,3|shr,,20|jpg,90",48.9795956896,14.4797163104
41,"České Budějovice - České Budějovice 3, okres České Budějovice",6000,1+kk,15,https://www.sreality.cz/detail/pronajem/byt/1+kk/ceske-budejovice-ceske-budejovice-3-klaricova/4193300556,"https://d18-a.sdn.cz/d_18/c_img_qB_C/nCTUX1iX5CGpNZBT0yGol6ff/09de.jpeg?fl=res,400,300,3|shr,,20|jpg,90",48.9860496896,14.477970310400002
42,"Sezimovo Ústí, okres Tábor",10000,4+kk,53,https://www.sreality.cz/detail/pronajem/byt/4+kk/sezimovo-usti-sezimovo-usti-luznicka/2447151180,"https://d18-a.sdn.cz/d_18/c_img_qB_C/nCTUX1iX5DwDWzBuxJGplZKj/39f3.jpeg?fl=res,400,300,3|shr,,20|jpg,90",49.3888516896,14.6778043104
43,"Sezimovo Ústí, okres Tábor",9000,3+kk,50,https://www.sreality.cz/detail/pronajem/byt/3+kk/sezimovo-usti-sezimovo-usti-luznicka/903647308,"https://d18-a.sdn.cz/d_18/c_img_qB_C/nCTUX1iX5BWZuTBUUeGplZBd/90d6.jpeg?fl=res,400,300,3|shr,,20|jpg,90",49.3888516896,14.6778043104
44,"České Budějovice - České Budějovice 4, okres České Budějovice",10000,2+kk,34,https://www.sreality.cz/detail/pronajem/byt/2+kk/ceske-budejovice-ceske-budejovice-4-vrbenska/3301740620,"https://d18-a.sdn.cz/d_18/c_img_qB_C/kcHp2YdDtBM3KVBGj0Gos23A/2054.jpeg?fl=res,400,300,3|shr,,20|jpg,90",48.9782716896,14.4997663104
45,"Jindřichův Hradec - Jindřichův Hradec II, okres Jindřichův Hradec",5000,1+1,28,https://www.sreality.cz/detail/pronajem/byt/1+1/jindrichuv-hradec-jindrichuv-hradec-ii-nadrazni/3931418700,"https://d18-a.sdn.cz/d_18/c_img_qA_D/nCTUX1iX5BWZuTBBkbGZvl2h/4a4b.jpeg?fl=res,400,300,3|shr,,20|jpg,90",49.1512796896,15.000690310400001
46,"České Budějovice - České Budějovice 3, okres České Budějovice",8000,2+1,29,https://www.sreality.cz/detail/pronajem/byt/2+1/ceske-budejovice-ceske-budejovice-3-nadrazni/316248140,"https://d18-a.sdn.cz/d_18/c_img_qB_B/nCTUX1iX5CNPfpBq2jGl9uDe/9e7c.jpeg?fl=res,400,300,3|shr,,20|jpg,90",48.985527689600005,14.480857310400001
47,"Zliv, okres České Budějovice",6000,1+1,25,https://www.sreality.cz/detail/pronajem/byt/1+1/zliv-zliv-tyrsova/902275148,"https://d18-a.sdn.cz/d_18/c_img_qB_A/kcHp2YdDtCDcb5DvFGiBZ7m/0892.jpeg?fl=res,400,300,3|shr,,20|jpg,90",49.0692176896,14.368138310400001
48,"České Budějovice - České Budějovice 3, okres České Budějovice",7000,1+kk,17,https://www.sreality.cz/detail/pronajem/byt/1+kk/ceske-budejovice-ceske-budejovice-3-jirovcova/3759968332,"https://d18-a.sdn.cz/d_18/c_img_qB_C/kcHp2YdDtCDcb5H4hGoK5xn/1e43.jpeg?fl=res,400,300,3|shr,,20|jpg,90",48.9827006896,14.475295310400002
49,Tábor,6000,2+1,35,https://www.sreality.cz/detail/pronajem/byt/2+1/tabor-tabor-jordanska/2970390604,"https://d18-a.sdn.cz/d_18/c_img_qB_C/kcHp2YdDtzYqGBIc7GoFqgm/55d7.jpeg?fl=res,400,300,3|shr,,20|jpg,90",49.4183316896,14.6576133104
50,"České Budějovice, okres České Budějovice",8000,2+kk,25,https://www.sreality.cz/detail/pronajem/byt/2+kk/ceske-budejovice--/3309080652,"https://d18-a.sdn.cz/d_18/c_img_qB_C/kcHp2YdDtEDuRmNFEGoBfYU/82aa.jpeg?fl=res,400,300,3|shr,,20|jpg,90",48.9765016896,14.4723083104
51,"Boršov nad Vltavou - Poříčí, okres České Budějovice",8000,2+kk,25,https://www.sreality.cz/detail/pronajem/byt/2+kk/borsov-nad-vltavou-porici-poricska/1781305420,"https://d18-a.sdn.cz/d_18/c_img_qB_C/kcHp2YdDtBwNESBjcHGoBZiG/c7f7.jpeg?fl=res,400,300,3|shr,,20|jpg,90",48.928203689600004,14.4412603104
52,"České Budějovice - České Budějovice 2, okres České Budějovice",5000,1+kk,17,https://www.sreality.cz/detail/pronajem/byt/1+kk/ceske-budejovice-ceske-budejovice-2-k--chocholy/1499377740,"https://d18-a.sdn.cz/d_18/c_img_qB_B/kcHp2YdDtCJexHG5oGlKyYH/ab24.jpeg?fl=res,400,300,3|shr,,20|jpg,90",48.9886056896,14.432527310400001
53,"České Budějovice - České Budějovice 2, okres České Budějovice",10000,3+1,48,https://www.sreality.cz/detail/pronajem/byt/3+1/ceske-budejovice-ceske-budejovice-2-m--chlajna/2143187788,"https://d18-a.sdn.cz/d_18/c_img_p8_C/nPVpfd5QLLDhCZlEN4F02pZR/d35c.jpeg?fl=res,400,300,3|shr,,20|jpg,90",48.9869426896,14.431995310400001
54,"Český Krumlov, okres Český Krumlov",16000,3+kk,45,https://www.sreality.cz/detail/pronajem/byt/3+kk/cesky-krumlov--za-jitonou/1191801676,"https://d18-a.sdn.cz/d_18/c_img_p8_C/nPVpfd5QLLDqk1BELRF02sow/a083.jpeg?fl=res,400,300,3|shr,,20|jpg,90",48.8262786896,14.3244373104
55,"Jindřichův Hradec - Jindřichův Hradec II, okres Jindřichův Hradec",10000,2+kk,34,https://www.sreality.cz/detail/pronajem/byt/2+kk/jindrichuv-hradec-jindrichuv-hradec-ii-nadrazni/2908524620,"https://d18-a.sdn.cz/d_18/c_img_qB_C/kcHp2YdDtDgLT0BHK4Gn8d1X/c6f1.jpeg?fl=res,400,300,3|shr,,20|jpg,90",49.1499946896,15.000099310400001
56,"Třeboň - Třeboň II, okres Jindřichův Hradec",7000,2+1,38,https://www.sreality.cz/detail/pronajem/byt/2+1/trebon-trebon-ii-taboritska/508334156,"https://d18-a.sdn.cz/d_18/c_img_qB_C/nCTUX1iX5BWLrlBTXHGn7Zg0/cd1f.jpeg?fl=res,400,300,3|shr,,20|jpg,90",49.0119326896,14.7554863104
57,"České Budějovice - České Budějovice 4, okres České Budějovice",8000,2+kk,35,https://www.sreality.cz/detail/pronajem/byt/2+kk/ceske-budejovice-ceske-budejovice-4-vrbenska/1601998924,"https://d18-a.sdn.cz/d_18/c_img_qB_C/nCTUX1iX5CoHumBTtjGn6Kh0/0d45.jpeg?fl=res,400,300,3|shr,,20|jpg,90",48.977585689600005,14.4995903104
58,"Volyně - Černětice, okres Strakonice",5000,3+1,44,https://www.sreality.cz/detail/pronajem/byt/3+1/volyne-cernetice-/24940620,"https://d18-a.sdn.cz/d_18/c_img_qB_C/kcHp2YdDtzYqGBIRTGn5xMY/5f24.png?fl=res,400,300,3|shr,,20|jpg,90",49.1449396896,13.9071573104
59,"České Budějovice - České Budějovice 6, okres České Budějovice",3000,other,10,https://www.sreality.cz/detail/pronajem/byt/10/ceske-budejovice-ceske-budejovice-6-jeronymova/228044876,"https://d18-a.sdn.cz/d_18/c_img_qA_D/nCTUX1iX5Do9kX7EEGYDzF4/388a.jpeg?fl=res,400,300,3|shr,,20|jpg,90",48.9759296896,14.4799723104
60,"Milevsko, okres Písek",5000,2+kk,30,https://www.sreality.cz/detail/pronajem/byt/2+kk/milevsko-milevsko-jiraskova/1806536780,"https://d18-a.sdn.cz/d_18/c_img_qB_C/kcHp2YdDtDgLT0BHGjGn2ZrE/d16d.jpeg?fl=res,400,300,3|shr,,20|jpg,90",49.4424026896,14.3678993104
61,"České Budějovice - České Budějovice 4, okres České Budějovice",6000,2+kk,28,https://www.sreality.cz/detail/pronajem/byt/2+kk/ceske-budejovice-ceske-budejovice-4-/2813530956,"https://d18-a.sdn.cz/d_18/c_img_qB_C/nCTUX1iX5CDciVBr9QGnzsuK/967e.jpeg?fl=res,400,300,3|shr,,20|jpg,90",48.9834066896,14.494889310400001
62,"České Budějovice - České Budějovice 2, okres České Budějovice",10000,2+kk,44,https://www.sreality.cz/detail/pronajem/byt/2+kk/ceske-budejovice-ceske-budejovice-2-/2142412876,"https://d18-a.sdn.cz/d_18/c_img_qB_A/kcHp2YdDtEDuRmElDGgvRCC/6d03.jpeg?fl=res,400,300,3|shr,,20|jpg,90",48.9982416896,14.4504053104
63,"České Budějovice - České Budějovice 3, okres České Budějovice",6000,1+kk,13,https://www.sreality.cz/detail/pronajem/byt/1+kk/ceske-budejovice-ceske-budejovice-3-pekarenska/4122906700,"https://d18-a.sdn.cz/d_18/c_img_qB_C/nCTUX1iX5DwDWzBrvwGnS1zZ/3f48.jpeg?fl=res,400,300,3|shr,,20|jpg,90",48.9842766896,14.482226310400002
64,"Milevsko, okres Písek",6000,2+1,37,https://www.sreality.cz/detail/pronajem/byt/2+1/milevsko-milevsko-b--nemcove/3135082572,"https://d18-a.sdn.cz/d_18/c_img_qB_C/kcHp2YdDtBRc2UIntGn2pXw/b8c7.jpeg?fl=res,400,300,3|shr,,20|jpg,90",49.444576689600005,14.3696963104
65,"Trhové Sviny, okres České Budějovice",7000,3+1,32,https://www.sreality.cz/detail/pronajem/byt/3+1/trhove-sviny--/1323143244,"https://d18-a.sdn.cz/d_18/c_img_qB_C/kcHp2YdDtEBMvIBErLGn0GZ1/3d1f.jpeg?fl=res,400,300,3|shr,,20|jpg,90",48.8446166896,14.637152310400001
66,"Milevsko, okres Písek",10000,3+1,48,https://www.sreality.cz/detail/pronajem/byt/3+1/milevsko-milevsko-j--a--komenskeho/4274884684,"https://d18-a.sdn.cz/d_18/c_img_qB_C/kcHp2YdDtBRc2UIpNGn2K30/917e.jpeg?fl=res,400,300,3|shr,,20|jpg,90",49.4459266896,14.3662563104
67,"Volyně, okres Strakonice",4000,1+1,22,https://www.sreality.cz/detail/pronajem/byt/1+1/volyne-volyne-palackeho/4157444172,"https://d18-a.sdn.cz/d_18/c_img_qB_C/nCTUX1iX5Do9kXBS4zGnypOg/0fa8.jpeg?fl=res,400,300,3|shr,,20|jpg,90",49.168915689600006,13.886540310400001
68,"Jindřichův Hradec - Jindřichův Hradec I, okres Jindřichův Hradec",9000,2+kk,32,https://www.sreality.cz/detail/pronajem/byt/2+kk/jindrichuv-hradec-jindrichuv-hradec-i-rybnicni/1023250508,"https://d18-a.sdn.cz/d_18/c_img_qB_C/nCTUX1iX5CGpNZBTCtGnyeGU/684a.png?fl=res,400,300,3|shr,,20|jpg,90",49.145168689600006,15.0013043104
69,"České Budějovice - České Budějovice 3, okres České Budějovice",5000,1+1,25,https://www.sreality.cz/detail/pronajem/byt/1+1/ceske-budejovice-ceske-budejovice-3-lipenska/3288174668,"https://d18-a.sdn.cz/d_18/c_img_qB_C/kcHp2YdDtCDcb5HfnGnx9Zs/96b8.jpeg?fl=res,400,300,3|shr,,20|jpg,90",48.9808356896,14.4811663104
70,"Zdíkov - Zdíkovec, okres Prachatice",6000,3+kk,38,https://www.sreality.cz/detail/pronajem/byt/3+kk/zdikov-zdikovec-/1013928780,"https://d18-a.sdn.cz/d_18/c_img_p9_A/nCTUX1iX5CFdAH1BF8Xjk3/b3c3.jpeg?fl=res,400,300,3|shr,,20|jpg,90",49.098926689600006,13.6848943104
71,"Kamenný Újezd, okres České Budějovice",9000,3+kk,54,https://www.sreality.cz/detail/pronajem/byt/3+kk/kamenny-ujezd-kamenny-ujezd-polni/2258817868,"https://d18-a.sdn.cz/d_18/c_img_p9_C/nCTUX1iX5CFdAHFUNGHESu2/db04.jpeg?fl=res,400,300,3|shr,,20|jpg,90",48.8960616896,14.452220310400001
72,"České Budějovice - České Budějovice 2, okres České Budějovice",7000,2+kk,22,https://www.sreality.cz/detail/pronajem/byt/2+kk/ceske-budejovice-ceske-budejovice-2-u-boru/1307414604,"https://d18-a.sdn.cz/d_18/c_img_qB_C/kcHp2YdDtCJexHIpqGnxArA/c430.jpeg?fl=res,400,300,3|shr,,20|jpg,90",48.9811446896,14.433300310400002
73,"České Budějovice - České Budějovice 2, okres České Budějovice",7000,2+1,35,https://www.sreality.cz/detail/pronajem/byt/2+1/ceske-budejovice-ceske-budejovice-2-v--talicha/3558707276,"https://d18-a.sdn.cz/d_18/c_img_qB_C/kcHp2YdDtzYqGBIJmGntrFU/d353.jpeg?fl=res,400,300,3|shr,,20|jpg,90",48.9843446896,14.445705310400001
74,"Prachatice - Oseky, okres Prachatice",5000,1+kk,29,https://www.sreality.cz/detail/pronajem/byt/1+kk/prachatice-oseky-/4281930572,"https://d18-a.sdn.cz/d_18/c_img_qA_B/nCTUX1iX5Do9kXlceGTVMcr/e5b1.jpeg?fl=res,400,300,3|shr,,20|jpg,90",49.028766689600005,13.9559523104
